starttime	seconds	ctime	dtime	ttime	wait
Sun Apr 30 20:39:25 2023	1682901565	1	15863	15864	185
Sun Apr 30 20:38:19 2023	1682901499	1	15864	15865	121
Sun Apr 30 20:39:22 2023	1682901562	2	15864	15866	62
Sun Apr 30 20:38:04 2023	1682901484	0	15867	15867	275
Sun Apr 30 20:39:26 2023	1682901566	4	15864	15868	244
Sun Apr 30 20:37:30 2023	1682901450	1	15868	15869	156
Sun Apr 30 20:38:54 2023	1682901534	1	15870	15871	117
Sun Apr 30 20:38:18 2023	1682901498	1	15870	15871	93
Sun Apr 30 20:37:32 2023	1682901452	2	15871	15873	109
Sun Apr 30 20:37:29 2023	1682901449	3	15872	15875	84
Sun Apr 30 20:38:50 2023	1682901530	7	15870	15877	134
Sun Apr 30 20:39:39 2023	1682901579	1	15876	15877	145
Sun Apr 30 20:39:23 2023	1682901563	3	15874	15877	126
Sun Apr 30 20:39:22 2023	1682901562	6	15872	15878	104
Sun Apr 30 20:38:53 2023	1682901533	1	15879	15880	178
Sun Apr 30 20:38:19 2023	1682901499	3	15878	15881	150
Sun Apr 30 20:38:51 2023	1682901531	1	15880	15881	103
Sun Apr 30 20:39:25 2023	1682901565	3	15879	15882	143
Sun Apr 30 20:38:21 2023	1682901501	2	15882	15884	312
Sun Apr 30 20:38:53 2023	1682901533	3	15881	15884	208
Sun Apr 30 20:38:52 2023	1682901532	1	15884	15885	132
Sun Apr 30 20:38:19 2023	1682901499	2	15884	15885	105
Sun Apr 30 20:38:20 2023	1682901500	2	15885	15887	121
Sun Apr 30 20:39:25 2023	1682901565	13	15875	15888	130
Sun Apr 30 20:39:24 2023	1682901564	1	15887	15888	95
Sun Apr 30 20:37:46 2023	1682901466	3	15887	15890	21
Sun Apr 30 20:38:53 2023	1682901533	5	15887	15892	126
Sun Apr 30 20:38:07 2023	1682901487	3	15891	15894	114
Sun Apr 30 20:39:23 2023	1682901563	17	15878	15894	122
Sun Apr 30 20:38:20 2023	1682901500	2	15897	15899	89
Sun Apr 30 20:38:51 2023	1682901531	1	15900	15901	132
Sun Apr 30 20:39:08 2023	1682901548	1	15901	15902	180
Sun Apr 30 20:38:52 2023	1682901532	2	15903	15905	96
Sun Apr 30 20:39:07 2023	1682901547	3	15904	15907	62
Sun Apr 30 20:39:23 2023	1682901563	17	15893	15910	174
Sun Apr 30 20:37:28 2023	1682901448	2	15908	15910	98
Sun Apr 30 20:39:10 2023	1682901550	0	15913	15913	96
Sun Apr 30 20:37:32 2023	1682901452	1	15912	15913	142
Sun Apr 30 20:38:52 2023	1682901532	1	15912	15913	97
Sun Apr 30 20:37:32 2023	1682901452	1	15912	15913	125
Sun Apr 30 20:38:53 2023	1682901533	4	15915	15919	127
Sun Apr 30 20:37:15 2023	1682901435	1	15919	15920	526
Sun Apr 30 20:39:23 2023	1682901563	0	15921	15921	119
Sun Apr 30 20:39:25 2023	1682901565	1	15922	15923	177
Sun Apr 30 20:39:19 2023	1682901559	2	15924	15926	97
Sun Apr 30 20:38:54 2023	1682901534	2	15925	15927	130
Sun Apr 30 20:37:30 2023	1682901450	7	15920	15927	139
Sun Apr 30 20:38:54 2023	1682901534	3	15928	15931	119
Sun Apr 30 20:39:26 2023	1682901566	13	15919	15932	177
Sun Apr 30 20:38:00 2023	1682901480	1	15931	15932	97
Sun Apr 30 20:38:21 2023	1682901501	2	15931	15933	213
Sun Apr 30 20:38:20 2023	1682901500	13	15923	15936	112
Sun Apr 30 20:39:25 2023	1682901565	3	15934	15937	149
Sun Apr 30 20:38:51 2023	1682901531	5	15932	15937	136
Sun Apr 30 20:38:02 2023	1682901482	2	15935	15937	81
Sun Apr 30 20:38:20 2023	1682901500	3	15937	15940	178
Sun Apr 30 20:38:54 2023	1682901534	5	15937	15942	107
Sun Apr 30 20:39:08 2023	1682901548	4	15938	15942	106
Sun Apr 30 20:39:37 2023	1682901577	1	15945	15946	95
Sun Apr 30 20:39:26 2023	1682901566	5	15942	15947	115
Sun Apr 30 20:37:31 2023	1682901451	2	15948	15950	68
Sun Apr 30 20:39:08 2023	1682901548	4	15948	15952	281
Sun Apr 30 20:38:21 2023	1682901501	3	15952	15955	371
Sun Apr 30 20:39:24 2023	1682901564	1	15954	15955	108
Sun Apr 30 20:39:24 2023	1682901564	1	15958	15959	111
Sun Apr 30 20:38:52 2023	1682901532	1	15960	15961	104
Sun Apr 30 20:38:55 2023	1682901535	2	15960	15962	134
Sun Apr 30 20:37:30 2023	1682901450	4	15962	15966	100
Sun Apr 30 20:38:21 2023	1682901501	0	15966	15966	375
Sun Apr 30 20:39:26 2023	1682901566	2	15968	15970	183
Sun Apr 30 20:38:06 2023	1682901486	1	15969	15970	76
Sun Apr 30 20:38:20 2023	1682901500	3	15969	15972	231
Sun Apr 30 20:39:08 2023	1682901548	1	15972	15973	151
Sun Apr 30 20:37:32 2023	1682901452	1	15973	15974	118
Sun Apr 30 20:38:52 2023	1682901532	10	15964	15974	95
Sun Apr 30 20:39:07 2023	1682901547	5	15969	15974	95
Sun Apr 30 20:39:23 2023	1682901563	4	15972	15976	118
Sun Apr 30 20:39:25 2023	1682901565	13	15963	15976	171
Sun Apr 30 20:38:50 2023	1682901530	1	15976	15977	77
Sun Apr 30 20:37:32 2023	1682901452	3	15977	15980	122
Sun Apr 30 20:39:24 2023	1682901564	2	15979	15981	92
Sun Apr 30 20:39:07 2023	1682901547	1	15980	15981	119
Sun Apr 30 20:39:10 2023	1682901550	1	15980	15981	154
Sun Apr 30 20:37:31 2023	1682901451	1	15981	15982	100
Sun Apr 30 20:39:23 2023	1682901563	14	15970	15984	126
Sun Apr 30 20:38:51 2023	1682901531	1	15984	15985	88
Sun Apr 30 20:39:11 2023	1682901551	2	15983	15985	88
Sun Apr 30 20:38:20 2023	1682901500	0	15986	15986	151
Sun Apr 30 20:38:21 2023	1682901501	1	15986	15987	199
Sun Apr 30 20:39:07 2023	1682901547	5	15983	15988	104
Sun Apr 30 20:37:31 2023	1682901451	4	15985	15989	133
Sun Apr 30 20:38:04 2023	1682901484	0	15990	15990	147
Sun Apr 30 20:38:51 2023	1682901531	0	15991	15991	123
Sun Apr 30 20:39:07 2023	1682901547	4	15987	15991	118
Sun Apr 30 20:38:54 2023	1682901534	1	15991	15992	143
Sun Apr 30 20:38:51 2023	1682901531	2	15990	15992	118
Sun Apr 30 20:37:32 2023	1682901452	1	15994	15995	101
Sun Apr 30 20:39:39 2023	1682901579	2	15994	15996	85
Sun Apr 30 20:39:07 2023	1682901547	1	15996	15997	122
Sun Apr 30 20:39:24 2023	1682901564	2	15995	15997	117
Sun Apr 30 20:38:18 2023	1682901498	2	15997	15999	69
Sun Apr 30 20:39:26 2023	1682901566	1	15999	16000	121
