starttime	seconds	ctime	dtime	ttime	wait
Sun Apr 30 20:48:55 2023	1682902135	1	16912	16913	16911
Sun Apr 30 20:48:55 2023	1682902135	0	17209	17209	17209
Sun Apr 30 20:48:55 2023	1682902135	1	17446	17447	17446
Sun Apr 30 20:48:55 2023	1682902135	1	17769	17770	17768
Sun Apr 30 20:48:55 2023	1682902135	1	18053	18054	18052
Sun Apr 30 20:48:55 2023	1682902135	1	18332	18333	18332
Sun Apr 30 20:48:55 2023	1682902135	0	18583	18583	18582
Sun Apr 30 20:48:55 2023	1682902135	1	18870	18871	18870
Sun Apr 30 20:48:55 2023	1682902135	0	19154	19154	19154
Sun Apr 30 20:48:55 2023	1682902135	0	19458	19458	19447
Sun Apr 30 20:48:55 2023	1682902135	1	19714	19715	19713
Sun Apr 30 20:48:55 2023	1682902135	1	19989	19990	19989
Sun Apr 30 20:48:55 2023	1682902135	1	20230	20231	20229
Sun Apr 30 20:48:55 2023	1682902135	0	20525	20525	20524
Sun Apr 30 20:48:55 2023	1682902135	1	20814	20815	20813
Sun Apr 30 20:48:55 2023	1682902135	0	21080	21080	21080
Sun Apr 30 20:48:55 2023	1682902135	1	21362	21363	21361
Sun Apr 30 20:48:55 2023	1682902135	0	21669	21669	21667
Sun Apr 30 20:48:55 2023	1682902135	1	21965	21966	21965
Sun Apr 30 20:48:55 2023	1682902135	1	22195	22196	22193
Sun Apr 30 20:48:55 2023	1682902135	0	22492	22492	22491
Sun Apr 30 20:48:55 2023	1682902135	1	22756	22757	22745
Sun Apr 30 20:48:55 2023	1682902135	1	23001	23002	23000
Sun Apr 30 20:48:55 2023	1682902135	1	23325	23326	23324
Sun Apr 30 20:48:55 2023	1682902135	1	23543	23544	23543
Sun Apr 30 20:48:55 2023	1682902135	0	23849	23849	23848
Sun Apr 30 20:48:55 2023	1682902135	1	24127	24128	24126
Sun Apr 30 20:48:55 2023	1682902135	1	24422	24423	24422
Sun Apr 30 20:48:55 2023	1682902135	1	24667	24668	24667
Sun Apr 30 20:48:55 2023	1682902135	0	24943	24943	24943
Sun Apr 30 20:48:55 2023	1682902135	0	25226	25226	25224
Sun Apr 30 20:48:55 2023	1682902135	0	25477	25477	25476
Sun Apr 30 20:48:55 2023	1682902135	1	25826	25827	25826
Sun Apr 30 20:48:55 2023	1682902135	0	26052	26052	26048
Sun Apr 30 20:48:55 2023	1682902135	1	26276	26277	26276
Sun Apr 30 20:48:55 2023	1682902135	0	26597	26597	26596
Sun Apr 30 20:48:55 2023	1682902135	0	26869	26869	26869
Sun Apr 30 20:52:03 2023	1682902323	0	27070	27070	27069
Sun Apr 30 20:52:04 2023	1682902324	0	27097	27097	27096
Sun Apr 30 20:52:02 2023	1682902322	0	27109	27109	27108
Sun Apr 30 20:52:00 2023	1682902320	1	27110	27111	27109
Sun Apr 30 20:52:03 2023	1682902323	1	27111	27112	27111
Sun Apr 30 20:52:01 2023	1682902321	0	27120	27120	27120
Sun Apr 30 20:52:05 2023	1682902325	0	27120	27120	27119
